Taxon,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Acheilognathus majusculus,1384133,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus melanogaster,279487,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus meridianus,1014923,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus microphysa,1523901,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus nanchongensis,1493125,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus nguyenvanhaoi,1007208,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus omeiensis,1015521,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus peihoensis,1017831,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus polylepis,1013561,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus polyspinus,1012621,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus rhombeus,1022001,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus striatus,1008098,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus tabira,1017240,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus taenianalis,1026267,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus tonkinensis,1013099,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus typus,1021108,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus yamatsutae,1016025,Likely to produce sound under natural conditions but unconfirmed,452075,
Achiroides leucorhynchos,279488,Does not or is unlikely to produce sound under natural conditions,452075,
Achiroides melanorhynchus,279489,Does not or is unlikely to produce sound under natural conditions,452075,
Achiropsetta tricholepis,234676,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus achirus,279490,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus declivis,279491,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus klunzingeri,279492,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus lineatus,279493,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus maculipinnis,298256,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus mazatlanus,279494,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus mucuri,712914,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus novoae,1012199,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus scutum,279495,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus zebrinus,279496,Does not or is unlikely to produce sound under natural conditions,452075,
Achoerodus gouldii,279497,Likely to produce sound under natural conditions but unconfirmed,452075,
Achoerodus viridis,279498,Likely to produce sound under natural conditions but unconfirmed,452075,
Achondrostoma arcasii,1020903,Likely to produce sound under natural conditions but unconfirmed,452075,
Achondrostoma occidentale,1009317,Likely to produce sound under natural conditions but unconfirmed,452075,
Achondrostoma oligolepis,1009326,Likely to produce sound under natural conditions but unconfirmed,452075,
Achondrostoma salmantinum,1008670,Likely to produce sound under natural conditions but unconfirmed,452075,
Acinocheirodon melanogramma,1010328,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser baerii,233942,Produces active sound under natural conditions,452047,Induced maturation but natural sound production.
Acipenser brevirostrum,157869,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser dabryanus,410045,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser fulvescens,271694,Produces active and passive sound under natural conditions,451958,
Acipenser gueldenstaedtii,126275,Produces active and passive sound under natural conditions,452047,"Induced maturation but natural sound production. Trait score determined in conjuction with reference ""https://marinespecies.org/aphia.php?p=sourcedetails&id=452049"" target=""_blank"">Protasov & Romanenko, 1962."
Acipenser gueldenstaedtii,126275,Produces active and passive sound under natural conditions,452049,"Trait score determined in conjuction with reference ""https://marinespecies.org/aphia.php?p=sourcedetails&id=452047"" target=""_blank"">Tolstoganova, 2001."
Acipenser medirostris,271695,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser mikadoi,271696,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser naccarii,126276,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser nudiventris,126277,Produces active sound under natural conditions,452047,Induced maturation but natural sound production.
Acipenser oxyrinchus,151802,Produces active sound under natural conditions,452056,
Acipenser persicus,238344,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser ruthenus,233941,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser schrenckii,271698,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser sinensis,271699,Likely to produce sound under natural conditions but unconfirmed,452075,
Acipenser stellatus,126278,Produces active and passive sound under natural conditions,452047,"Induced maturation but natural sound production. Trait score determined in conjuction with reference ""https://marinespecies.org/aphia.php?p=sourcedetails&id=452049"" target=""_blank"">Protasov & Romanenko, 1962."
Acipenser stellatus,126278,Produces active and passive sound under natural conditions,452049,"Trait score determined in conjuction with reference ""https://marinespecies.org/aphia.php?p=sourcedetails&id=452047"" target=""_blank"">Tolstoganova, 2001."
Acipenser sturio,126279,Produces active sound under natural conditions,452047,Induced maturation but natural sound production.
Acipenser transmontanus,238345,Likely to produce sound under natural conditions but unconfirmed,452075,
Acmaea limatula,715294,Produces passive sound under natural conditions,452100,"Rasping sounds when foraging.Geographic area: Monterey Bay (California, USA)."
Acmaea pelta,1593250,Produces passive sound under natural conditions,452100,"Rasping sounds when foraging.Geographic area: Monterey Bay (California, USA)."
Acmaea scutum,714747,Produces passive sound under natural conditions,452100,"Rasping sounds when foraging.Geographic area: Monterey Bay (California, USA)."
Acnodon normani,1014164,Likely to produce sound under natural conditions but unconfirmed,452075,
Acnodon oligacanthus,1022108,Likely to produce sound under natural conditions but unconfirmed,452075,
Acnodon senai,1011391,Likely to produce sound under natural conditions but unconfirmed,452075,
Acreichthys hajam,277765,Likely to produce sound under natural conditions but unconfirmed,452075,
Acreichthys radiatus,277766,Likely to produce sound under natural conditions but unconfirmed,452075,
Acreichthys tomentosus,220054,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrobrycon ipanquianus,1014848,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrobrycon ortii,1006983,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrobrycon starnesi,1384836,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrocheilus alutaceus,592842,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrochordonichthys chamaeleon,1470219,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys falcifer,1010049,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys guttatus,1010050,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys gyrinus,1009673,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys ischnosoma,1021305,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys mahakamensis,1384195,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys pachyderma,1018768,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys rugosus,1018582,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys septentrionalis,1010047,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordonichthys strigosus,1010048,Does not or is unlikely to produce sound under natural conditions,452075,
Acrochordus arafurae,344012,Unknown or undetermined,,
Acrochordus granulatus,344013,Unknown or undetermined,,
Acrochordus javanicus,344014,Unknown or undetermined,,
Acromycter alcocki,275420,Likely to produce sound under natural conditions but unconfirmed,452075,
Acromycter atlanticus,275421,Likely to produce sound under natural conditions but unconfirmed,452075,
Acromycter longipectoralis,275422,Likely to produce sound under natural conditions but unconfirmed,452075,
Acromycter nezumi,275423,Likely to produce sound under natural conditions but unconfirmed,452075,
Acromycter perturbator,158564,Likely to produce sound under natural conditions but unconfirmed,452075,
Acropoma arafurensis,1493126,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma argentistigma,278048,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma boholensis,278049,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma hanedai,278050,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma heemstrai,1493127,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma japonicum,220048,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma lacrima,1509693,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma lecorneti,278051,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma leobergi,1493128,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma musorstom,1536342,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma neglectum,1493129,Does not or is unlikely to produce sound under natural conditions,452075,
Acropoma profundum,835194,Does not or is unlikely to produce sound under natural conditions,452075,
Acrossocheilus aluoiensis,1026759,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrossocheilus baolacensis,1009904,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrossocheilus beijiangensis,279499,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrossocheilus clivosius,1026760,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrossocheilus fasciatus,1016057,Likely to produce sound under natural conditions but unconfirmed,452075,
Acrossocheilus hemispinus,1016357,Likely to produce sound under natural conditions but unconfirmed,452075,
